,image_id,chip_id,flood_id,polarization,location,scene_start
845,qxb37_vv,qxb37,qxb,vv,Sri Lanka,2017-05-30
846,qxb38_vh,qxb38,qxb,vh,Sri Lanka,2017-05-30
847,qxb38_vv,qxb38,qxb,vv,Sri Lanka,2017-05-30
848,qxb39_vh,qxb39,qxb,vh,Sri Lanka,2017-05-30
849,qxb39_vv,qxb39,qxb,vv,Sri Lanka,2017-05-30
850,qxb40_vh,qxb40,qxb,vh,Sri Lanka,2017-05-30
851,qxb40_vv,qxb40,qxb,vv,Sri Lanka,2017-05-30
852,qxb41_vh,qxb41,qxb,vh,Sri Lanka,2017-05-30
853,qxb41_vv,qxb41,qxb,vv,Sri Lanka,2017-05-30
854,tht00_vh,tht00,tht,vh,Spain,2019-09-17
855,tht00_vv,tht00,tht,vv,Spain,2019-09-17
856,tht01_vh,tht01,tht,vh,Spain,2019-09-17
857,tht01_vv,tht01,tht,vv,Spain,2019-09-17
858,tht02_vh,tht02,tht,vh,Spain,2019-09-17
859,tht02_vv,tht02,tht,vv,Spain,2019-09-17
860,tht03_vh,tht03,tht,vh,Spain,2019-09-17
861,tht03_vv,tht03,tht,vv,Spain,2019-09-17
862,tht04_vh,tht04,tht,vh,Spain,2019-09-17
863,tht04_vv,tht04,tht,vv,Spain,2019-09-17
864,tht05_vh,tht05,tht,vh,Spain,2019-09-17
865,tht05_vv,tht05,tht,vv,Spain,2019-09-17
866,tht06_vh,tht06,tht,vh,Spain,2019-09-17
867,tht06_vv,tht06,tht,vv,Spain,2019-09-17
868,tht07_vh,tht07,tht,vh,Spain,2019-09-17
869,tht07_vv,tht07,tht,vv,Spain,2019-09-17
870,tht08_vh,tht08,tht,vh,Spain,2019-09-17
871,tht08_vv,tht08,tht,vv,Spain,2019-09-17
872,tht09_vh,tht09,tht,vh,Spain,2019-09-17
873,tht09_vv,tht09,tht,vv,Spain,2019-09-17
874,tht10_vh,tht10,tht,vh,Spain,2019-09-17
875,tht10_vv,tht10,tht,vv,Spain,2019-09-17
876,tht11_vh,tht11,tht,vh,Spain,2019-09-17
877,tht11_vv,tht11,tht,vv,Spain,2019-09-17
878,tht12_vh,tht12,tht,vh,Spain,2019-09-17
879,tht12_vv,tht12,tht,vv,Spain,2019-09-17
880,tht13_vh,tht13,tht,vh,Spain,2019-09-17
881,tht13_vv,tht13,tht,vv,Spain,2019-09-17
882,tht14_vh,tht14,tht,vh,Spain,2019-09-17
883,tht14_vv,tht14,tht,vv,Spain,2019-09-17
884,tht15_vh,tht15,tht,vh,Spain,2019-09-17
885,tht15_vv,tht15,tht,vv,Spain,2019-09-17
886,tht16_vh,tht16,tht,vh,Spain,2019-09-17
887,tht16_vv,tht16,tht,vv,Spain,2019-09-17
888,tht17_vh,tht17,tht,vh,Spain,2019-09-17
889,tht17_vv,tht17,tht,vv,Spain,2019-09-17
890,tht18_vh,tht18,tht,vh,Spain,2019-09-17
891,tht18_vv,tht18,tht,vv,Spain,2019-09-17
892,tht19_vh,tht19,tht,vh,Spain,2019-09-17
893,tht19_vv,tht19,tht,vv,Spain,2019-09-17
894,tht20_vh,tht20,tht,vh,Spain,2019-09-17
895,tht20_vv,tht20,tht,vv,Spain,2019-09-17
896,tht21_vh,tht21,tht,vh,Spain,2019-09-17
897,tht21_vv,tht21,tht,vv,Spain,2019-09-17
898,tht22_vh,tht22,tht,vh,Spain,2019-09-17
899,tht22_vv,tht22,tht,vv,Spain,2019-09-17
900,tht23_vh,tht23,tht,vh,Spain,2019-09-17
901,tht23_vv,tht23,tht,vv,Spain,2019-09-17
902,tht24_vh,tht24,tht,vh,Spain,2019-09-17
903,tht24_vv,tht24,tht,vv,Spain,2019-09-17
904,tht25_vh,tht25,tht,vh,Spain,2019-09-17
905,tht25_vv,tht25,tht,vv,Spain,2019-09-17
906,tht26_vh,tht26,tht,vh,Spain,2019-09-17
907,tht26_vv,tht26,tht,vv,Spain,2019-09-17
908,tht27_vh,tht27,tht,vh,Spain,2019-09-17
909,tht27_vv,tht27,tht,vv,Spain,2019-09-17
910,tht28_vh,tht28,tht,vh,Spain,2019-09-17
911,tht28_vv,tht28,tht,vv,Spain,2019-09-17
912,tht29_vh,tht29,tht,vh,Spain,2019-09-17
913,tht29_vv,tht29,tht,vv,Spain,2019-09-17
914,tnp00_vh,tnp00,tnp,vh,Ghana,2018-09-18
915,tnp00_vv,tnp00,tnp,vv,Ghana,2018-09-18
916,tnp01_vh,tnp01,tnp,vh,Ghana,2018-09-18
917,tnp01_vv,tnp01,tnp,vv,Ghana,2018-09-18
918,tnp02_vh,tnp02,tnp,vh,Ghana,2018-09-18
919,tnp02_vv,tnp02,tnp,vv,Ghana,2018-09-18
920,tnp03_vh,tnp03,tnp,vh,Ghana,2018-09-18
921,tnp03_vv,tnp03,tnp,vv,Ghana,2018-09-18
922,tnp04_vh,tnp04,tnp,vh,Ghana,2018-09-18
923,tnp04_vv,tnp04,tnp,vv,Ghana,2018-09-18
924,tnp05_vh,tnp05,tnp,vh,Ghana,2018-09-18
925,tnp05_vv,tnp05,tnp,vv,Ghana,2018-09-18
926,tnp06_vh,tnp06,tnp,vh,Ghana,2018-09-18
927,tnp06_vv,tnp06,tnp,vv,Ghana,2018-09-18
928,tnp07_vh,tnp07,tnp,vh,Ghana,2018-09-18
929,tnp07_vv,tnp07,tnp,vv,Ghana,2018-09-18
930,tnp08_vh,tnp08,tnp,vh,Ghana,2018-09-18
931,tnp08_vv,tnp08,tnp,vv,Ghana,2018-09-18
932,tnp09_vh,tnp09,tnp,vh,Ghana,2018-09-18
933,tnp09_vv,tnp09,tnp,vv,Ghana,2018-09-18
934,tnp10_vh,tnp10,tnp,vh,Ghana,2018-09-18
935,tnp10_vv,tnp10,tnp,vv,Ghana,2018-09-18
936,tnp11_vh,tnp11,tnp,vh,Ghana,2018-09-18
937,tnp11_vv,tnp11,tnp,vv,Ghana,2018-09-18
938,tnp12_vh,tnp12,tnp,vh,Ghana,2018-09-18
939,tnp12_vv,tnp12,tnp,vv,Ghana,2018-09-18
940,tnp13_vh,tnp13,tnp,vh,Ghana,2018-09-18
941,tnp13_vv,tnp13,tnp,vv,Ghana,2018-09-18
942,tnp14_vh,tnp14,tnp,vh,Ghana,2018-09-18
943,tnp14_vv,tnp14,tnp,vv,Ghana,2018-09-18
944,tnp15_vh,tnp15,tnp,vh,Ghana,2018-09-18
945,tnp15_vv,tnp15,tnp,vv,Ghana,2018-09-18
946,tnp16_vh,tnp16,tnp,vh,Ghana,2018-09-18
947,tnp16_vv,tnp16,tnp,vv,Ghana,2018-09-18
948,tnp17_vh,tnp17,tnp,vh,Ghana,2018-09-18
949,tnp17_vv,tnp17,tnp,vv,Ghana,2018-09-18
950,tnp18_vh,tnp18,tnp,vh,Ghana,2018-09-18
951,tnp18_vv,tnp18,tnp,vv,Ghana,2018-09-18
952,tnp19_vh,tnp19,tnp,vh,Ghana,2018-09-18
953,tnp19_vv,tnp19,tnp,vv,Ghana,2018-09-18
954,tnp20_vh,tnp20,tnp,vh,Ghana,2018-09-18
955,tnp20_vv,tnp20,tnp,vv,Ghana,2018-09-18
956,tnp21_vh,tnp21,tnp,vh,Ghana,2018-09-18
957,tnp21_vv,tnp21,tnp,vv,Ghana,2018-09-18
958,tnp22_vh,tnp22,tnp,vh,Ghana,2018-09-18
959,tnp22_vv,tnp22,tnp,vv,Ghana,2018-09-18
960,tnp23_vh,tnp23,tnp,vh,Ghana,2018-09-18
961,tnp23_vv,tnp23,tnp,vv,Ghana,2018-09-18
962,tnp24_vh,tnp24,tnp,vh,Ghana,2018-09-18
963,tnp24_vv,tnp24,tnp,vv,Ghana,2018-09-18
964,tnp25_vh,tnp25,tnp,vh,Ghana,2018-09-18
965,tnp25_vv,tnp25,tnp,vv,Ghana,2018-09-18
966,tnp26_vh,tnp26,tnp,vh,Ghana,2018-09-18
967,tnp26_vv,tnp26,tnp,vv,Ghana,2018-09-18
968,tnp27_vh,tnp27,tnp,vh,Ghana,2018-09-18
969,tnp27_vv,tnp27,tnp,vv,Ghana,2018-09-18
970,tnp28_vh,tnp28,tnp,vh,Ghana,2018-09-18
971,tnp28_vv,tnp28,tnp,vv,Ghana,2018-09-18
972,tnp29_vh,tnp29,tnp,vh,Ghana,2018-09-18
973,tnp29_vv,tnp29,tnp,vv,Ghana,2018-09-18
974,tnp30_vh,tnp30,tnp,vh,Ghana,2018-09-18
975,tnp30_vv,tnp30,tnp,vv,Ghana,2018-09-18
976,tnp31_vh,tnp31,tnp,vh,Ghana,2018-09-18
977,tnp31_vv,tnp31,tnp,vv,Ghana,2018-09-18
978,tnp32_vh,tnp32,tnp,vh,Ghana,2018-09-18
979,tnp32_vv,tnp32,tnp,vv,Ghana,2018-09-18
980,tnp33_vh,tnp33,tnp,vh,Ghana,2018-09-18
981,tnp33_vv,tnp33,tnp,vv,Ghana,2018-09-18
982,tnp34_vh,tnp34,tnp,vh,Ghana,2018-09-18
983,tnp34_vv,tnp34,tnp,vv,Ghana,2018-09-18
984,tnp35_vh,tnp35,tnp,vh,Ghana,2018-09-18
985,tnp35_vv,tnp35,tnp,vv,Ghana,2018-09-18
986,tnp36_vh,tnp36,tnp,vh,Ghana,2018-09-18
987,tnp36_vv,tnp36,tnp,vv,Ghana,2018-09-18
988,tnp37_vh,tnp37,tnp,vh,Ghana,2018-09-18
989,tnp37_vv,tnp37,tnp,vv,Ghana,2018-09-18
990,tnp38_vh,tnp38,tnp,vh,Ghana,2018-09-18
991,tnp38_vv,tnp38,tnp,vv,Ghana,2018-09-18
992,tnp39_vh,tnp39,tnp,vh,Ghana,2018-09-18
993,tnp39_vv,tnp39,tnp,vv,Ghana,2018-09-18
994,tnp40_vh,tnp40,tnp,vh,Ghana,2018-09-18
995,tnp40_vv,tnp40,tnp,vv,Ghana,2018-09-18
996,tnp41_vh,tnp41,tnp,vh,Ghana,2018-09-18
997,tnp41_vv,tnp41,tnp,vv,Ghana,2018-09-18
998,tnp42_vh,tnp42,tnp,vh,Ghana,2018-09-18
999,tnp42_vv,tnp42,tnp,vv,Ghana,2018-09-18
1000,tnp43_vh,tnp43,tnp,vh,Ghana,2018-09-18
1001,tnp43_vv,tnp43,tnp,vv,Ghana,2018-09-18
1002,tnp44_vh,tnp44,tnp,vh,Ghana,2018-09-18
1003,tnp44_vv,tnp44,tnp,vv,Ghana,2018-09-18
1004,tnp45_vh,tnp45,tnp,vh,Ghana,2018-09-18
1005,tnp45_vv,tnp45,tnp,vv,Ghana,2018-09-18
1006,tnp46_vh,tnp46,tnp,vh,Ghana,2018-09-18
1007,tnp46_vv,tnp46,tnp,vv,Ghana,2018-09-18
1008,tnp47_vh,tnp47,tnp,vh,Ghana,2018-09-18
1009,tnp47_vv,tnp47,tnp,vv,Ghana,2018-09-18
1010,tnp48_vh,tnp48,tnp,vh,Ghana,2018-09-18
1011,tnp48_vv,tnp48,tnp,vv,Ghana,2018-09-18
1012,tnp49_vh,tnp49,tnp,vh,Ghana,2018-09-18
1013,tnp49_vv,tnp49,tnp,vv,Ghana,2018-09-18
1014,tnp50_vh,tnp50,tnp,vh,Ghana,2018-09-18
1015,tnp50_vv,tnp50,tnp,vv,Ghana,2018-09-18
1016,tnp51_vh,tnp51,tnp,vh,Ghana,2018-09-18
1017,tnp51_vv,tnp51,tnp,vv,Ghana,2018-09-18
1018,tnp52_vh,tnp52,tnp,vh,Ghana,2018-09-18
1019,tnp52_vv,tnp52,tnp,vv,Ghana,2018-09-18
1020,wvy00_vh,wvy00,wvy,vh,UK,2019-02-15
1021,wvy00_vv,wvy00,wvy,vv,UK,2019-02-15
1022,wvy01_vh,wvy01,wvy,vh,UK,2019-02-15
1023,wvy01_vv,wvy01,wvy,vv,UK,2019-02-15
1024,wvy02_vh,wvy02,wvy,vh,UK,2019-02-15
1025,wvy02_vv,wvy02,wvy,vv,UK,2019-02-15
1026,wvy03_vh,wvy03,wvy,vh,UK,2019-02-15
1027,wvy03_vv,wvy03,wvy,vv,UK,2019-02-15
1028,wvy04_vh,wvy04,wvy,vh,UK,2019-02-15
1029,wvy04_vv,wvy04,wvy,vv,UK,2019-02-15
1030,wvy05_vh,wvy05,wvy,vh,UK,2019-02-15
1031,wvy05_vv,wvy05,wvy,vv,UK,2019-02-15
1032,wvy06_vh,wvy06,wvy,vh,UK,2019-02-15
1033,wvy06_vv,wvy06,wvy,vv,UK,2019-02-15
1034,wvy07_vh,wvy07,wvy,vh,UK,2019-02-15
1035,wvy07_vv,wvy07,wvy,vv,UK,2019-02-15
1036,wvy08_vh,wvy08,wvy,vh,UK,2019-02-15
1037,wvy08_vv,wvy08,wvy,vv,UK,2019-02-15
1038,wvy09_vh,wvy09,wvy,vh,UK,2019-02-15
1039,wvy09_vv,wvy09,wvy,vv,UK,2019-02-15
1040,wvy10_vh,wvy10,wvy,vh,UK,2019-02-15
1041,wvy10_vv,wvy10,wvy,vv,UK,2019-02-15
1042,wvy11_vh,wvy11,wvy,vh,UK,2019-02-15
1043,wvy11_vv,wvy11,wvy,vv,UK,2019-02-15
1044,wvy12_vh,wvy12,wvy,vh,UK,2019-02-15
1045,wvy12_vv,wvy12,wvy,vv,UK,2019-02-15
1046,wvy13_vh,wvy13,wvy,vh,UK,2019-02-15
1047,wvy13_vv,wvy13,wvy,vv,UK,2019-02-15
1048,wvy14_vh,wvy14,wvy,vh,UK,2019-02-15
1049,wvy14_vv,wvy14,wvy,vv,UK,2019-02-15
1050,wvy15_vh,wvy15,wvy,vh,UK,2019-02-15
1051,wvy15_vv,wvy15,wvy,vv,UK,2019-02-15
1052,wvy16_vh,wvy16,wvy,vh,UK,2019-02-15
1053,wvy16_vv,wvy16,wvy,vv,UK,2019-02-15
1054,wvy17_vh,wvy17,wvy,vh,UK,2019-02-15
1055,wvy17_vv,wvy17,wvy,vv,UK,2019-02-15
1056,wvy18_vh,wvy18,wvy,vh,UK,2019-02-15
1057,wvy18_vv,wvy18,wvy,vv,UK,2019-02-15
1058,wvy19_vh,wvy19,wvy,vh,UK,2019-02-15
1059,wvy19_vv,wvy19,wvy,vv,UK,2019-02-15
1060,wvy20_vh,wvy20,wvy,vh,UK,2019-02-15
1061,wvy20_vv,wvy20,wvy,vv,UK,2019-02-15
1062,wvy21_vh,wvy21,wvy,vh,UK,2019-02-15
1063,wvy21_vv,wvy21,wvy,vv,UK,2019-02-15
1064,wvy22_vh,wvy22,wvy,vh,UK,2019-02-15
1065,wvy22_vv,wvy22,wvy,vv,UK,2019-02-15
1066,wvy23_vh,wvy23,wvy,vh,UK,2019-02-15
1067,wvy23_vv,wvy23,wvy,vv,UK,2019-02-15
1068,wvy24_vh,wvy24,wvy,vh,UK,2019-02-15
1069,wvy24_vv,wvy24,wvy,vv,UK,2019-02-15
1070,wvy25_vh,wvy25,wvy,vh,UK,2019-02-15
1071,wvy25_vv,wvy25,wvy,vv,UK,2019-02-15
1072,wvy26_vh,wvy26,wvy,vh,UK,2019-02-15
1073,wvy26_vv,wvy26,wvy,vv,UK,2019-02-15
1074,wvy27_vh,wvy27,wvy,vh,UK,2019-02-15
1075,wvy27_vv,wvy27,wvy,vv,UK,2019-02-15
1076,wvy28_vh,wvy28,wvy,vh,UK,2019-02-15
1077,wvy28_vv,wvy28,wvy,vv,UK,2019-02-15
1078,wvy29_vh,wvy29,wvy,vh,UK,2019-02-15
1079,wvy29_vv,wvy29,wvy,vv,UK,2019-02-15
1080,wvy30_vh,wvy30,wvy,vh,UK,2019-02-15
1081,wvy30_vv,wvy30,wvy,vv,UK,2019-02-15
1082,wvy31_vh,wvy31,wvy,vh,UK,2019-02-15
1083,wvy31_vv,wvy31,wvy,vv,UK,2019-02-15
